Price,Close,High,Low,Open,Volume,MA50,MA200,Daily Return,Prediction
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,
Date,,,,,,,,,
2023-06-21,1170.59423828125,1173.127750027222,1163.1533304634168,1167.2617442064677,6961603,1119.6081811523438,1124.4962301635742,0.002815661835301242,1204.5804443359375
2023-06-22,1157.4471435546875,1174.702723824018,1155.8494202932393,1166.8053921892115,7619166,1121.42640625,1124.439396057129,-0.011231128854577332,1202.2296142578125
2023-06-23,1147.974853515625,1156.4884770186727,1146.7194478373872,1154.434209748897,6628570,1122.9611474609376,1124.4034469604492,-0.008183777628040678,1248.5411376953125
2023-06-26,1139.210205078125,1148.2716583591261,1136.0832218598148,1144.437098137329,12641159,1124.239794921875,1124.2339724731446,-0.007634878421472924,1262.076171875
2023-06-27,1139.62109375,1145.578264166708,1135.1474200849475,1139.666736088607,9689466,1125.41755859375,1124.004811706543,0.00036067853855548115,1263.4683837890625
2023-06-28,1154.708251953125,1158.519990797568,1140.2600374666351,1147.1760589375283,11354006,1127.1444848632811,1123.8855520629884,0.01323874951584103,1252.170166015625
2023-06-30,1164.1805419921875,1167.1021346662303,1156.511421596289,1162.423070452648,11151555,1128.9544946289063,1123.8053231811523,0.00820318900730177,1251.1202392578125
2023-07-03,1194.0582275390625,1196.9341777415286,1166.5086096788432,1167.741194264735,12154387,1131.4163842773437,1123.9112301635741,0.025664134100495506,1276.6842041015625
2023-07-04,1181.755615234375,1198.3036177471888,1174.6798459927943,1198.3036177471888,8061643,1133.6052856445312,1123.890002746582,-0.010303192943984851,1287.52587890625
2023-07-05,1179.8155517578125,1190.9997357239995,1175.8440646341217,1190.9997357239995,10248062,1135.6732153320313,1123.8095455932616,-0.0016416790845353857,1297.294921875
2023-07-06,1204.5804443359375,1207.1824197013011,1175.958111582341,1175.958111582341,19117987,1138.0716479492187,1123.924582824707,0.02099047816519084,1295.723876953125
2023-07-07,1202.2296142578125,1216.5407819731026,1199.6731602419495,1202.8687277617782,13375267,1140.5504248046875,1124.0864114379883,-0.001951575828064378,1255.6134033203125
2023-07-10,1248.5411376953125,1258.1047776229054,1221.128565671655,1227.4738168988026,33240016,1143.8189404296875,1124.6247354125976,0.03852136304768217,1230.216796875
2023-07-11,1262.076171875,1264.4955779542368,1249.705166712445,1256.6895309307056,20069348,1146.9614624023438,1125.2233169555664,0.010840679390565988,1229.425537109375
2023-07-12,1263.4683837890625,1279.1034182559108,1260.6837185366455,1262.8064492251153,18733835,1149.9442065429687,1125.827946472168,0.0011031124309985874,1249.4063720703125
2023-07-13,1252.170166015625,1277.7339788902639,1249.545369524751,1270.8408996155135,14682934,1152.8922607421875,1126.3603347778321,-0.008942224370945384,1237.7838134765625
2023-07-14,1251.1202392578125,1260.3414396091937,1243.9988277461352,1255.365580017741,15124144,1155.5645922851563,1126.9414547729493,-0.0008384856837416743,1250.2225341796875
2023-07-17,1276.6842041015625,1285.060901535764,1245.3228457945552,1253.9963391795925,22220040,1158.805263671875,1127.7567581176759,0.020432860121354146,1260.8065185546875
2023-07-18,1287.52587890625,1295.286283587151,1274.995004828538,1285.9509768018002,25867313,1161.9875024414061,1128.7681265258789,0.008492056821770566,1242.9769287109375
2023-07-19,1297.294921875,1303.7543992835303,1276.8210735612868,1291.8854597114334,39122156,1165.2952758789063,1129.7852011108398,0.007587453680580669,1229.697509765625
2023-07-20,1295.723876953125,1301.213635792283,1276.014839753512,1276.014839753512,38717624,1168.4159619140626,1130.940043029785,-0.0012110160113818491,1224.5291748046875
2023-07-21,1255.6134033203125,1293.2755748788927,1248.1205739980844,1290.3576048302098,30249238,1170.8832568359376,1131.9106521606445,-0.030956034959494394,1241.171630859375
2023-07-24,1230.216796875,1243.8424839995957,1221.2649818512405,1227.0515368964086,23727866,1172.80564453125,1132.6345620727539,-0.020226453762084984,1248.244140625
2023-07-25,1229.425537109375,1239.0203294862108,1226.5569523456327,1233.4810641733905,12026020,1174.667470703125,1133.3733456420898,-0.000643187255803146,1240.7264404296875
2023-07-26,1249.4063720703125,1259.6936470475673,1229.029726310642,1229.029726310642,12911012,1177.2525708007813,1134.1122891235352,0.016252171732105358,1248.911865234375
2023-07-27,1237.7838134765625,1255.06933898356,1231.6758304667376,1253.2889256301971,17226898,1179.7376025390624,1134.7728060913087,-0.009302464637258923,1254.4759521484375
2023-07-28,1250.2225341796875,1257.6412248805652,1236.7204929547063,1242.4081558253793,20827852,1182.5193408203124,1135.472120666504,0.010049186754339967,1259.767822265625
2023-07-31,1260.8065185546875,1263.1062644351005,1245.3261593927457,1250.222567835286,8551174,1185.440634765625,1136.28495513916,0.008465680377409468,1274.6546630859375
2023-08-01,1242.9769287109375,1265.6286894674379,1239.0697997346808,1263.6503718598296,9536632,1187.88619140625,1137.117972717285,-0.014141416292952513,1273.6160888671875
2023-08-02,1229.697509765625,1242.383422770223,1218.4458286875906,1240.9985763343113,12748214,1190.0702685546876,1137.8449917602538,-0.010683560280627447,1255.2425537109375
2023-08-03,1224.5291748046875,1236.8936606795558,1215.7010043381908,1224.23249959185,10168350,1192.281533203125,1138.528937072754,-0.004202931956756251,1264.54052734375
2023-08-04,1241.171630859375,1244.3616435147105,1222.4023686926273,1235.8549028515122,22885610,1194.8283862304688,1139.3237124633788,0.01359090203574942,1250.74267578125
2023-08-07,1248.244140625,1250.494380069662,1238.9212715800145,1246.8345411789287,5982870,1196.909091796875,1140.0670016479492,0.00569825283609493,1250.44482421875
2023-08-08,1240.7264404296875,1253.486611833248,1236.2258407843067,1250.2965991690858,9844072,1198.7107153320312,1140.6756973266602,-0.006022620055359029,1251.8345947265625
2023-08-09,1248.911865234375,1250.7912910864598,1227.1009863432985,1238.8472469851743,11486586,1200.6819799804687,1141.2279721069335,0.006597284089354005,1230.7904052734375
2023-08-10,1254.4759521484375,1261.1775274732204,1240.627728317359,1248.7882887892447,15470598,1203.2214794921874,1141.7927743530274,0.00445514777219147,1225.1075439453125
2023-08-11,1259.767822265625,1265.5544976220099,1242.5565564009414,1252.4975295128647,22179330,1205.927529296875,1142.4502285766603,0.004218391040597069,1212.8978271484375
2023-08-14,1274.6546630859375,1277.1523130180672,1248.8128913733601,1255.737002454242,9575812,1209.004814453125,1143.1632864379883,0.011817130551516453,1201.2838134765625
2023-08-16,1273.6160888671875,1277.3996937112483,1261.672044700447,1261.672044700447,10203112,1211.8600122070313,1143.9585708618165,-0.0008147887022478262,1200.1422119140625
2023-08-17,1255.2425537109375,1275.0752365265755,1252.695518025622,1269.6348629683328,13673744,1214.328564453125,1144.640075378418,-0.014426274382724147,1194.65771484375
2023-08-18,1264.54052734375,1274.8278021449016,1240.6770733077956,1251.9040005908723,18639978,1216.8114331054687,1145.1968826293946,0.007407312320096615,1197.4619140625
2023-08-21,1250.74267578125,1268.3374245054665,1248.5836072167706,1260.6443643964944,9221746,1219.0046533203124,1145.6311770629882,-0.010911355756610841,1196.494140625
2023-08-22,1250.44482421875,1259.6517042081298,1240.319812990251,1249.204008079304,7713044,1221.3535107421876,1146.1090609741211,-0.0002381397614932279,1202.8968505859375
2023-08-23,1251.8345947265625,1262.0838090060652,1249.2288807667073,1252.8272476636503,9517952,1223.7100805664063,1146.5578311157226,0.0011114208967042405,1205.4281005859375
2023-08-24,1230.7904052734375,1260.6195534341234,1226.4227081001463,1260.6195534341234,14140020,1225.3106982421875,1146.8796963500977,-0.016810678936159063,1207.06591796875
2023-08-25,1225.1075439453125,1243.2978613921046,1212.3271367872899,1218.9778633049934,22222400,1226.5146313476562,1147.0873263549804,-0.004617245392697478,1215.1064453125
2023-08-28,1212.8978271484375,1232.8749678308823,1206.6193456890517,1226.9190501118926,12580826,1227.467978515625,1147.2022952270509,-0.009966240806545956,1228.20947265625
2023-08-29,1201.2838134765625,1217.7121468384466,1195.2285336373561,1217.0173382536789,16876644,1227.9621655273438,1147.2651284790038,-0.009575426232875661,1210.4659423828125
2023-08-30,1200.1422119140625,1212.5255327642963,1198.628391987628,1207.0659417448908,12168946,1228.6672485351562,1147.3941513061523,-0.0009503179429315445,1216.52099609375
2023-08-31,1194.65771484375,1203.5915905675504,1191.133748727762,1202.5989377093504,21638600,1229.2142529296875,1147.3604000854493,-0.004569872649979989,1217.6376953125
2023-09-01,1197.4619140625,1203.9141576589248,1192.0023233270636,1194.4343955405523,18112842,1229.7516064453125,1147.369772644043,0.002347282559604702,1219.8961181640625
2023-09-04,1196.494140625,1202.921543874001,1193.8140262826475,1197.4619529612135,9347626,1230.5325463867186,1147.4011245727538,-0.0008081872384706479,1209.274658203125
2023-09-05,1202.8968505859375,1208.033756715794,1197.3627378820318,1201.1100268699734,8675876,1231.630986328125,1147.4986135864258,0.005351225504199197,1182.323974609375
2023-09-06,1205.4281005859375,1209.125708635972,1199.745186611218,1201.6560920331103,8200370,1232.9553442382812,1147.5934664916992,0.002104295142818735,1173.712890625
2023-09-07,1207.06591796875,1210.1679582595825,1196.6430625915527,1201.9537313347682,13652572,1234.3042407226562,1147.6997036743164,0.0013587018437817289,1168.8240966796875
2023-09-08,1215.1064453125,1218.9778160313297,1202.5742018862823,1211.0365924741222,23109288,1235.5122045898438,1147.9528500366212,0.0066612164456441025,1161.6273193359375
2023-09-11,1228.20947265625,1229.326207160582,1216.9924464989115,1216.9924464989115,13271074,1236.792783203125,1148.2392141723633,0.010783439915323711,1162.6446533203125
2023-09-12,1210.4659423828125,1232.3787090583842,1209.0265228175713,1232.3787090583842,16255666,1237.1209375,1148.455121154785,-0.01444666457022481,1175.7476806640625
2023-09-13,1216.52099609375,1222.2783103355039,1204.2120756300537,1211.0365644667,12803338,1237.8162451171875,1148.6509732055665,0.00500225037229729,1158.4755859375
2023-09-14,1217.6376953125,1223.8417758931353,1213.5181615722684,1220.9630582690309,9209636,1238.5726879882814,1148.7645333862304,0.0009179448791560851,1163.8856201171875
2023-09-15,1219.8961181640625,1224.9337835939812,1215.7517434819517,1224.9337835939812,25468592,1238.8790014648437,1148.6840762329102,0.0018547576674545763,1150.55908203125
2023-09-18,1209.274658203125,1216.4962329024152,1207.0908701058952,1211.061482045193,7516300,1239.01990234375,1148.5398989868163,-0.008706856102569382,1148.5738525390625
2023-09-20,1182.323974609375,1204.8821081322808,1168.8487603007638,1202.623798606989,57081884,1237.6955590820312,1148.217258605957,-0.022286652094236636,1148.549072265625
2023-09-21,1173.712890625,1186.2699748730859,1171.3304992731428,1178.750555955457,12226182,1235.9282934570313,1147.8699368286134,-0.0072831847863188415,1150.4847412109375
2023-09-22,1168.8240966796875,1182.47307577697,1166.3673046768697,1179.2717940052096,19176786,1234.0354077148438,1147.5007962036134,-0.004165238351185874,1140.6822509765625
2023-09-25,1161.6273193359375,1171.6779308453931,1158.9720452955405,1166.5657437194718,14254884,1232.22455078125,1147.1862857055664,-0.0061572800938944905,1145.719970703125
2023-09-26,1162.6446533203125,1166.4663425671888,1159.2200494490667,1160.684188171601,10087782,1230.4550390625,1146.8591732788086,0.0008757834526107455,1163.910400390625
2023-09-27,1175.7476806640625,1177.1871000752483,1160.6594050312615,1163.1410372849095,11722778,1228.43630859375,1146.6881900024414,0.011270019009101295,1166.0693359375
2023-09-28,1158.4755859375,1182.7459002555731,1153.9589668880435,1182.7459002555731,14518346,1225.855302734375,1146.4337002563477,-0.01469030729178833,1166.0198974609375
2023-09-29,1163.8856201171875,1175.847137006539,1158.475709840611,1162.2973995824232,12342014,1223.1871166992187,1146.2979013061524,0.004669959596351303,1163.4140625
2023-10-03,1150.55908203125,1159.220075299941,1149.492028660551,1156.415758225436,8859056,1220.2838208007813,1146.086340637207,-0.011450041013992163,1168.972900390625
2023-10-04,1148.5738525390625,1150.981084388904,1139.1189302205564,1146.0178196869251,10286386,1218.1430297851562,1145.8376913452148,-0.001725447674258196,1153.4627685546875
2023-10-05,1148.549072265625,1156.14276991832,1146.017758932428,1151.105104982258,10953682,1216.5096752929687,1145.6106021118164,-2.1574819401237733e-05,1144.603271484375
2023-10-06,1150.4847412109375,1153.8597853939605,1147.5316229908371,1150.0132553057874,5431026,1214.930859375,1145.477985534668,0.0016853167113655143,1141.104248046875
2023-10-09,1140.6822509765625,1147.4818990309532,1139.0691900320726,1145.5711149238573,7576878,1212.756376953125,1145.3254580688476,-0.008520313119544265,1123.2861328125
2023-10-10,1145.719970703125,1150.435072150941,1143.4121010954177,1144.8018394410437,10236032,1210.9151000976562,1145.121199645996,0.004416409321920778,1120.6802978515625
2023-10-11,1163.910400390625,1166.2182699823193,1148.0031129607796,1148.7227620999727,9814118,1209.188857421875,1144.9565365600586,0.015876854862132417,1105.0709228515625
2023-10-12,1166.0693359375,1171.0078811502246,1160.485663265934,1163.3148210249558,12554450,1207.2941137695314,1144.887805480957,0.0018548984063984086,1124.5765380859375
2023-10-13,1166.0198974609375,1170.0897506197043,1156.0188455521982,1161.4040366702475,10150316,1205.7549731445313,1144.8341201782227,-4.239754450174882e-05,1147.7548828125
2023-10-16,1163.4140625,1168.6254903286665,1159.4186102633319,1163.885548402189,5929036,1204.4293041992187,1144.9399612426757,-0.002234811744303733,1135.5452880859375
2023-10-17,1168.972900390625,1171.18152891328,1162.0491704758838,1169.3451452373686,7928180,1203.3181787109374,1145.02372467041,0.00477803910903396,1140.2603759765625
2023-10-18,1153.4627685546875,1174.8048077319042,1151.9737890772074,1168.9729714451066,8918320,1201.5640014648438,1144.9828036499023,-0.013268170571580029,1151.57666015625
2023-10-19,1144.603271484375,1152.37085365543,1142.0472385636656,1147.5068298823098,12032556,1199.4911840820312,1144.898155822754,-0.007680782866891889,1151.3284912109375
2023-10-20,1141.104248046875,1148.846868358942,1139.7145096810816,1141.5508934053469,8913312,1197.498740234375,1144.7986380004884,-0.003056974870395357,1160.9075927734375
2023-10-23,1123.2861328125,1144.6530132953733,1119.3403612940447,1136.5877075106362,7853962,1194.9862255859375,1144.6011282348634,-0.015614800545062035,1153.3634033203125
2023-10-25,1120.6802978515625,1132.219887961399,1113.2602415640138,1116.7593673158804,11620688,1192.3103125,1144.3250814819337,-0.0023198318619076508,1159.368896484375
2023-10-26,1105.0709228515625,1120.7052071856403,1101.9937228681183,1117.2309217780673,15222534,1189.2163745117186,1144.0140133666991,-0.013928481681996563,1146.787109375
2023-10-27,1124.5765380859375,1128.3982276638756,1109.761144511754,1111.7712909465938,11771084,1186.2148120117188,1143.888348083496,0.017651007578809663,1148.946044921875
2023-10-30,1147.7548828125,1153.958963260135,1126.6361687340607,1128.6463150337838,16813304,1183.697587890625,1143.8888455200195,0.020610731187770126,1148.7972412109375
2023-10-31,1135.5452880859375,1155.4480281047179,1133.0636557231696,1155.4480281047179,12808438,1181.303642578125,1143.7761410522462,-0.010637806825655738,1169.5684814453125
2023-11-01,1140.2603759765625,1150.236586425296,1129.2419526519689,1136.1656826268284,10309190,1178.8180395507814,1143.5502914428712,0.0041522675846532575,1171.6778564453125
2023-11-02,1151.57666015625,1153.6116471680004,1145.4966608528325,1148.4746196953226,10562104,1176.8347192382812,1143.468670349121,0.009924298360359796,1169.121826171875
2023-11-03,1151.3284912109375,1158.897469898072,1149.3680258840427,1155.0509397455937,8850156,1174.852392578125,1143.4594174194335,-0.00021550362550659674,1166.044677734375
2023-11-06,1160.9075927734375,1161.4039192346488,1154.256866662586,1157.5822297180116,10647304,1173.0338525390625,1143.6225704956055,0.00832004213882076,1180.7109375
2023-11-07,1153.3634033203125,1160.9572220726066,1151.2540159543112,1158.4507493206686,6960204,1171.4853125,1143.757131652832,-0.006498527100767593,1185.326904296875
2023-11-08,1159.368896484375,1161.900209827792,1152.3459257444151,1157.4332718147846,7884494,1170.1705395507813,1143.9753591918945,0.005206939241156672,1188.9500732421875
2023-11-09,1146.787109375,1159.3689122452765,1143.6353879313751,1159.344192861405,14513610,1168.8483251953126,1144.0514749145507,-0.010852272428152565,1188.1558837890625
2023-11-10,1148.946044921875,1149.6658152095554,1140.5830169850344,1144.3054653415224,7734954,1167.8015698242189,1144.1477444458008,0.0018825948855072383,1188.404052734375
2023-11-13,1148.7972412109375,1153.7605056745233,1147.3578218124285,1152.9166537769547,3854810,1166.7746704101562,1144.2493179321289,-0.00012951322787979613,1191.5308837890625
2023-11-15,1169.5684814453125,1172.2982770196893,1154.9516911953863,1161.4039352802765,12220648,1166.2728857421876,1144.521852722168,0.01808085838757778,1179.9913330078125
2023-11-16,1171.6778564453125,1178.3534231349859,1164.8533675821152,1166.9131951067154,13134910,1165.7572045898437,1144.833123474121,0.0018035497993185157,1188.3544921875
2023-11-17,1169.121826171875,1177.9067803474445,1167.3846835483773,1167.8064883385834,7758634,1165.2097583007812,1145.1643673706055,-0.002181512827418408,1201.209228515625
2023-11-20,1166.044677734375,1170.5363354915235,1159.617152805321,1165.647592311094,4490186,1164.47271484375,1145.5564608764648,-0.0026320169281037753,1209.9197998046875
2023-11-21,1180.7109375,1185.227556641674,1171.4296571663483,1174.3083747965666,8214450,1163.9783715820313,1146.1250534057617,0.012577785436250544,1221.5091552734375
2023-11-22,1185.326904296875,1188.4289448727575,1177.3856804226161,1178.7754188353035,8534814,1163.5435913085937,1146.6655978393555,0.003909480847741342,1219.4990234375
2023-11-23,1188.9500732421875,1191.1835423841578,1185.3268657327444,1185.3268657327444,8531542,1163.0204638671876,1147.237726135254,0.0030566832931728793,1218.853759765625
2023-11-24,1188.1558837890625,1192.474021001291,1186.7414260587238,1187.0144298509326,6749486,1162.2193920898437,1147.8377236938477,-0.0006679754440481744,1220.6405029296875
2023-11-28,1188.404052734375,1191.034607263244,1178.899449291774,1188.1558894990753,13792174,1161.778154296875,1148.4685202026367,0.00020886901180094952,1203.1202392578125
2023-11-29,1191.5308837890625,1197.1145563492605,1190.2156671664848,1195.1540911072586,12531306,1161.2783520507812,1149.1102713012694,0.0026311177982716316,1208.03369140625
2023-11-30,1179.9913330078125,1191.530923348677,1176.2440439527552,1188.5529645510346,28439984,1160.5254248046874,1149.7343820190429,-0.00968464262088975,1223.0228271484375
2023-12-01,1188.3544921875,1189.3967050711567,1180.0658643673892,1180.2643464861462,14342842,1159.8945922851562,1150.4129763793944,0.007087475090490347,1238.6324462890625
2023-12-04,1201.209228515625,1215.9997806950958,1190.4886500919326,1215.9997806950958,15590990,1159.7332836914063,1151.0507357788085,0.010817257318952223,1251.239013671875
2023-12-05,1209.9197998046875,1211.4584602643838,1201.9288955146308,1210.540207865299,12693624,1160.2852001953124,1151.7226907348634,0.007251502138246435,1269.6527099609375
2023-12-06,1221.5091552734375,1227.3905513904704,1208.5549856031337,1214.560584514323,16422442,1161.2411254882813,1152.496872253418,0.009578614607861358,1254.2913818359375
2023-12-07,1219.4990234375,1221.4346482742724,1212.0292855470004,1220.9631623446442,8142096,1162.2546240234376,1153.291360168457,-0.0016456134014709578,1271.8614501953125
2023-12-08,1218.853759765625,1229.251775342433,1213.5182500771466,1222.874052744466,10204894,1163.3991528320312,1153.9576553344727,-0.0005291219258676261,1273.1021728515625
2023-12-11,1220.6405029296875,1224.7351961410227,1217.1909371644088,1218.9777608532804,7066138,1164.5590698242188,1154.509973449707,0.0014659208701182092,1279.554443359375
2023-12-12,1203.1202392578125,1223.41994400905,1201.1844932637518,1220.9631521449135,9197124,1165.1065209960936,1154.9790274047853,-0.014353336326153543,1283.922119140625
2023-12-13,1208.03369140625,1210.2176004047437,1194.3103140708777,1202.102614795848,10031182,1166.0976831054688,1155.4494815063476,0.004083924439230335,1293.203369140625
2023-12-14,1223.0228271484375,1228.3831772791464,1212.3518080035872,1217.9851619285064,16972354,1167.2804272460937,1156.053768005371,0.012407878893459401,1282.9791259765625
2023-12-15,1238.6324462890625,1240.8162343922088,1225.951280138882,1229.8970515295573,15932152,1169.04189453125,1156.6911373901366,0.012763146193288888,1285.6097412109375
2023-12-18,1251.239013671875,1258.1379030406688,1236.3243792186838,1238.6323699765335,14165188,1171.0951977539062,1157.5175338745116,0.010177811360086553,1296.255859375
2023-12-19,1269.6527099609375,1277.4945707453207,1253.3234974409622,1268.1140495332209,16820604,1173.5172705078126,1158.462018737793,0.01471637000434134,1282.16015625
2023-12-20,1254.2913818359375,1289.8780864366483,1250.7426960684581,1276.080186427869,17736722,1175.5934033203125,1159.2927206420898,-0.012098842466514048,1288.7860107421875
2023-12-21,1271.8614501953125,1277.2962009364337,1249.8741628164655,1254.2170195322976,13765454,1178.2169873046876,1160.2474502563477,0.014007963870131368,1294.2705078125
2023-12-22,1273.1021728515625,1280.968874306117,1264.4660199985942,1270.3972179591544,16541784,1180.7646313476562,1161.311780090332,0.0009755171493399661,1284.17041015625
2023-12-26,1279.554443359375,1286.453332624264,1271.935783794956,1274.5663382448713,7465664,1183.0775122070313,1162.3596401977538,0.005068148217326707,1280.7703857421875
2023-12-27,1283.922119140625,1290.3990823415181,1277.0976304877347,1281.514887400953,9204156,1185.4345678710938,1163.4700814819337,0.0034134348904943934,1315.3148193359375
2023-12-28,1293.203369140625,1296.4046504171113,1283.9220890250845,1285.3862277761266,12302636,1187.9782373046876,1164.4914627075195,0.007228826314022996,1349.9088134765625
2023-12-29,1282.9791259765625,1297.397434632089,1280.174929799553,1295.9581362918193,10864584,1190.3695385742187,1165.4085415649415,-0.007906137122776657,1360.6541748046875
2024-01-01,1285.6097412109375,1293.8488097378856,1277.1225094292433,1280.7953983035607,4030540,1192.702275390625,1166.3190298461914,0.0020503959738025213,1383.8822021484375
2024-01-02,1296.255859375,1297.8937610136477,1277.0480485996618,1283.0039664322292,7448800,1195.5581372070312,1167.4153610229491,0.008280987474499568,1364.5255126953125
2024-01-03,1282.16015625,1307.3238832997818,1279.132516403198,1295.412048372221,9037536,1198.3092749023438,1168.5246383666993,-0.010874167335911844,1351.5714111328125
2024-01-04,1288.7860107421875,1295.337616733607,1280.0755785995668,1284.4928354763001,9612778,1201.26291015625,1169.754235534668,0.005167727650784659,1357.8995361328125
2024-01-05,1294.2705078125,1300.3009471094986,1289.456165302221,1291.8881165287519,8086406,1204.68259765625,1171.0307705688476,0.004255552919257832,1357.4031982421875
2024-01-08,1284.17041015625,1306.3064992127524,1275.0379299096924,1295.412156841061,7734652,1207.9523999023438,1172.3455935668944,-0.007803699145799592,1318.8138427734375
2024-01-09,1280.7703857421875,1293.8237954235035,1279.132484246134,1290.4487513775189,5403074,1211.4663891601563,1173.6688665771485,-0.002647642701601227,1334.00146484375
2024-01-10,1315.3148193359375,1319.7320764251056,1278.0654937339266,1279.0333061103788,11102740,1215.2811547851563,1175.1712521362306,0.02697160551048494,1343.1337890625
2024-01-11,1349.9088134765625,1352.489686993197,1318.7394856296971,1319.7321386109766,23725852,1219.3242333984374,1176.896480102539,0.026300923271046495,1437.4111328125
2024-01-12,1360.6541748046875,1363.2350482099334,1335.8626919019084,1349.9087552154863,15012164,1223.8264111328126,1178.5191998291016,0.007960064576844506,1397.2830810546875
2024-01-15,1383.8822021484375,1386.190071634762,1355.9638397810568,1364.8977157386187,8610594,1228.69884765625,1180.2423095703125,0.017071220427544942,1416.1434326171875
2024-01-16,1364.5255126953125,1386.0413130880693,1360.4308194226976,1379.7627106993223,9069024,1232.9578247070312,1181.9343713378905,-0.013987237803242403,1416.1683349609375
2024-01-17,1351.5714111328125,1376.0900120502974,1345.0696069219948,1349.5117047016763,12197382,1236.9626831054688,1183.6632336425782,-0.009493484322555479,1446.990234375
2024-01-18,1357.8995361328125,1360.92717605878,1341.3222805612156,1341.4712027363942,10279438,1240.9025219726564,1185.3455618286132,0.004682050055125231,1428.452392578125
2024-01-19,1357.4031982421875,1365.890429247957,1349.015329468004,1365.890429247957,10422704,1244.9833178710937,1187.001555480957,-0.00036551886013491686,1417.3099365234375
2024-01-23,1318.8138427734375,1361.6716823004633,1312.8332056966303,1361.6716823004633,20055420,1248.172216796875,1188.494959716797,-0.028428808417957585,1431.554443359375
2024-01-24,1334.00146484375,1339.5851376107455,1314.1980872328543,1325.4149927095905,21919128,1251.91650390625,1189.844384765625,0.011516122729174016,1439.4708251953125
2024-01-25,1343.1337890625,1354.1274927557365,1325.390118278632,1333.0831783387705,11808872,1255.8002587890626,1191.2385583496093,0.00684581273665974,1450.0177001953125
2024-01-29,1437.4111328125,1441.8283899094502,1350.1817560391485,1354.474931519067,23893438,1261.5725366210938,1193.1169006347657,0.07019207209119882,1441.679443359375
2024-01-30,1397.2830810546875,1449.2484377227322,1394.1066401470152,1449.2235971647833,14093978,1266.1268286132813,1194.7589965820312,-0.02791689228070482,1454.335693359375
2024-01-31,1416.1434326171875,1423.7124109217216,1392.1956815880876,1393.6846609266845,15130226,1271.0161401367188,1196.5332830810546,0.013497874423745282,1470.4912109375
2024-02-01,1416.1683349609375,1432.745590517861,1407.631543948549,1424.4569627393994,13349362,1275.9570703125,1198.2814453125,1.758461973300207e-05,1459.79541015625
2024-02-02,1446.990234375,1464.0639387350582,1422.6455164089482,1422.6455164089482,19652588,1281.5759814453124,1200.1602075195312,0.021764290764849425,1449.843994140625
2024-02-05,1428.452392578125,1459.6961190035063,1421.007495677393,1450.0177530325548,8814432,1286.530810546875,1201.9260803222655,-0.01281131092421095,1463.17041015625
2024-02-06,1417.3099365234375,1431.256637826339,1409.3934322746634,1431.256637826339,9047984,1291.1704711914062,1203.6089654541015,-0.007800369205568813,1460.21728515625
2024-02-07,1431.554443359375,1438.8504181404362,1418.7491963623445,1425.3752031215413,9296568,1296.02255859375,1205.4249279785156,0.01005038239615974,1456.916748046875
2024-02-08,1439.4708251953125,1448.752105824393,1417.0368932886952,1439.3467435794867,14694634,1301.048857421875,1207.2538818359376,0.005529920201540195,1470.863525390625
2024-02-09,1450.0177001953125,1461.1602045826953,1440.2896534634558,1443.31729322881,12556798,1306.2811303710937,1209.149151611328,0.007326911261691604,1482.6512451171875
2024-02-12,1441.679443359375,1450.2659153474917,1431.7529141646626,1450.017752117624,6674430,1311.2841015625,1210.99599609375,-0.005750451759874653,1476.3974609375
2024-02-13,1454.335693359375,1468.1335924657844,1443.3172707540573,1444.806250056761,7715594,1316.7709887695312,1212.8855792236327,0.0087788239322526,1474.73486328125
2024-02-14,1470.4912109375,1472.749520552248,1446.7916226083244,1446.7916226083244,7117888,1322.4137231445313,1214.8147412109374,0.011108520303732217,1444.930419921875
2024-02-15,1459.79541015625,1473.8166331337911,1455.7503978374216,1472.4517353218182,10006782,1327.5854467773438,1216.7222644042968,-0.0072736244199861355,1450.0675048828125
2024-02-16,1449.843994140625,1466.1483668657747,1447.8339689108675,1465.6271998466532,9767498,1332.3839306640625,1218.5459075927733,-0.006816993632388413,1481.1622314453125
2024-02-19,1463.17041015625,1468.6300012389227,1442.8458657695369,1451.3082561823699,6729828,1337.2171557617187,1220.3370092773437,0.009191620663659084,1496.3250732421875
2024-02-20,1460.21728515625,1464.659382736365,1451.0600862084646,1464.1878968342883,7117496,1342.0315209960938,1222.066439819336,-0.0020183055777382997,1489.177978515625
2024-02-21,1456.916748046875,1477.5888193115914,1446.8414171157522,1463.170510366537,12720292,1346.7927807617189,1223.827186279297,-0.0022603054647595267,1491.957275390625
2024-02-22,1470.863525390625,1474.0399663973683,1447.2880175600008,1457.36346935178,18493728,1351.7972412109375,1225.593985595703,0.009572803224650261,1468.059326171875
2024-02-23,1482.6512451171875,1486.5474563697878,1472.4517119404402,1478.556551746289,14438584,1357.387861328125,1227.4339886474609,0.008014149187248298,1455.8248291015625
2024-02-26,1476.3974609375,1483.5446346905887,1471.607959051116,1482.5768223248915,7513106,1362.75513671875,1229.17390625,-0.004217973849401924,1464.5849609375
2024-02-27,1474.73486328125,1488.9297276070065,1467.1907251784094,1472.1291493159843,10826044,1367.7893774414063,1230.8880493164063,-0.001126117932493731,1421.6527099609375
